Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

02:12:47 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
04:20:27 PM  47018944 388164160   2642460      0.67   4006792 327174056 189565204     47.01 150372108 182140584      7864   1360124  14016888      9360     32968    301960
04:20:32 PM  47024256 388171076   2635420      0.67   4006792 327175664 192392524     47.71 150372248 182151644      8728   1369844  14017008      9376     34068    301992
04:20:37 PM  47015516 388164492   2642008      0.67   4006792 327177824 187866764     46.59 150372312 182121984        24   1337940  14017000      9392     33060    302008
04:20:42 PM  46961180 388111256   2695404      0.68   4006792 327178756 192603736     47.76 150372492 182159896      2244   1375700  14017008      9392     33704    301992
04:20:47 PM  47015616 388167372   2639444      0.67   4006792 327180440 188685120     46.79 150372576 182121508      3936   1335192  14016848      9392     32932    301992
04:20:52 PM  46940216 388093460   2713540      0.69   4006792 327181864 192591396     47.76 150372756 182159332      5076   1371756  14016728      9392     33792    302056
04:20:57 PM  47017280 388172172   2634784      0.67   4006792 327183448 189158568     46.91 150372920 182133284      5988   1345284  14016836      9376     32928    302024
04:21:02 PM  47050352 388207516   2599648      0.66   4006792 327185684 192904144     47.84 150373060 182164332      7940   1373236  14016664      9376     33244    302008
04:21:07 PM  47041200 388202324   2604804      0.66   4006792 327189648 188500484     46.75 150373116 182154092     11300   1359196  14016696      9392     33400    302024
04:21:12 PM  47035528 388193944   2612684      0.66   4006792 327187000 171865680     42.62 150373192 182123744       648   1331984  14017136      9392     32588    301992
04:21:17 PM  46985760 388146888   2659932      0.67   4006792 327189812 192490572     47.74 150373440 182167500      3828   1372240  14016844      9408     33684    301912
04:21:22 PM  46977500 388140240   2666548      0.68   4006792 327191388 192998808     47.86 150373564 182163436      5124   1367308  14016912      9408     33740    301960
04:21:27 PM  46958968 388123352   2683308      0.68   4006792 327193064 189471128     46.99 150373656 182147096      6752   1348932  14017008      9408     33164    301896
04:21:32 PM  46945564 388111172   2695156      0.68   4006792 327194292 186283156     46.20 150373752 182134996      7128   1336220  14017336      9392     33116    301912
04:21:37 PM  46941560 388108180   2698100      0.68   4006792 327195300 188227900     46.68 150373840 182116336      8036   1317092  14017388      9408     32712    301944
04:21:42 PM  46968212 388138104   2668136      0.68   4006792 327198540 189275264     46.94 150373980 182165768     11028   1362900  14017460      9408     33480    301960
04:21:47 PM  46996060 388167236   2638620      0.67   4006792 327199780 189683860     47.04 150374232 182153932      8532   1349632  14017888      9408     33668    301912
04:21:52 PM  47081140 388253836   2551888      0.65   4006792 327201344 180142560     44.67 150374328 182106464      7232   1301472  14017976      9376     32300    301832
04:21:57 PM  47012692 388186616   2619412      0.66   4006792 327202528 192795120     47.81 150374480 182178768      8732   1371964  14017716      9408     33712    301832
04:22:02 PM  47030448 388207208   2599152      0.66   4006792 327205344 187252176     46.44 150374604 182118012      8220   1309004  14017404      9392     32604    301832
04:22:07 PM  46991508 388168592   2637352      0.67   4006792 327205684 193108920     47.89 150374752 182187656      8796   1378312  14017804      9424     33688    301864
04:22:12 PM  46948312 388127044   2678372      0.68   4006792 327207284 192070600     47.63 150374888 182168976      8236   1358440  14018380      9392     32672    301880
04:22:17 PM  46967260 388148340   2656988      0.67   4006792 327209632 192696868     47.79 150375076 182181684      8452   1368320  14018468      9392     33108    301880
04:22:22 PM  46956144 388138308   2666932      0.68   4006792 327210652 192493096     47.74 150375168 182186920      8276   1373204  14018620      9408     33620    301896
04:22:27 PM  46939640 388124176   2681740      0.68   4006792 327213024 192291896     47.69 150375308 182194352      8572   1378068  14017944      9440     33380    301936
04:22:32 PM  46963340 388149864   2656048      0.67   4006792 327215032 188668528     46.79 150375512 182168004      9184   1350048  14017928      9472     33496    301992
04:22:37 PM  46992192 388179440   2626444      0.67   4006792 327215736 186760228     46.31 150375556 182161316      8240   1341784  14017976      9392     33140    301960
04:22:42 PM  46962420 388152528   2653032      0.67   4006792 327218568 190361004     47.21 150375700 182194816      9740   1374064  14018328      9408     33788    301976
04:22:47 PM  46979896 388171112   2634060      0.67   4006792 327219684 185565932     46.02 150375824 182152664      7328   1330276  14018708      9392     32988    301992
04:22:52 PM  46959536 388151864   2653188      0.67   4006792 327220784 192076504     47.63 150375980 182189472      8240   1365864  14018840      9408     33612    301944
04:22:57 PM  46946788 388140532   2664616      0.67   4006792 327222368 192377088     47.71 150376124 182185360      8292   1359824  14018576      9376     33196    301912
04:23:02 PM  47023732 388199688   2605300      0.66   4006792 327204560 184583408     45.77 150349396 182142048      9508   1307516  14018756      9424     33588    301912
04:23:07 PM  47014892 388190984   2614152      0.66   4006792 327204628 188701040     46.80 150349568 182177168      9140   1343688  14018676      9440     33316    301936
04:23:12 PM  47036660 388214668   2590532      0.66   4006792 327206480 182080560     45.15 150349656 182126700      6972   1289876  14018676      9376     32208    301872
04:23:17 PM  47004940 388184100   2621352      0.66   4006792 327207596 189877468     47.09 150349828 182199356      7864   1362316  14018460      9424     32504    301856
04:23:22 PM  47009464 388191112   2614448      0.66   4006792 327210088 188386664     46.72 150349916 182184300      9132   1345796  14018348      9440     33432    301856
04:23:27 PM  46986148 388168348   2637472      0.67   4006792 327210540 188688844     46.79 150350044 182185624      7968   1346796  14018188      9440     33820    301920
04:23:32 PM  46988820 388172896   2632872      0.67   4006792 327212320 186455124     46.24 150350192 182187060      7236   1347040  14018336      9424     33868    301952
04:23:37 PM  47018132 388204644   2601096      0.66   4006792 327214728 189106644     46.90 150350380 182185620      8392   1343124  14018392      9440     33884    301936
04:23:42 PM  46990884 388177832   2627556      0.67   4006792 327215168 189981748     47.11 150350448 182189120      8492   1346044  14018740      9440     33308    301952
04:23:47 PM  46996864 388186880   2618400      0.66   4006792 327218168 188593128     46.77 150350552 182184916      7148   1338752  14018916      9440     33848    301968
04:23:52 PM  47003028 388194424   2610756      0.66   4006792 327219480 185975680     46.12 150350720 182164464      8620   1316600  14019084      9440     33056    302016
04:23:57 PM  46946008 388139148   2666724      0.68   4006792 327221236 189789964     47.07 150350932 182225080      8264   1376004  14018380      9472     33876    302040
04:24:02 PM  46961648 388156468   2649824      0.67   4006792 327222808 192084004     47.63 150351060 182225692      8700   1375168  14018068      9440     33844    302016
04:24:07 PM  46950528 388146508   2659780      0.67   4006792 327223872 192796980     47.81 150351188 182221192      7944   1370000  14018168      9424     33812    302016
04:24:12 PM  46955268 388152964   2653376      0.67   4006792 327225524 188895844     46.84 150351272 182191604      8564   1339600  14018180      9456     33268    302032
04:24:17 PM  46930536 388130812   2675380      0.68   4006792 327228108 192809892     47.81 150351396 182237204     10024   1381632  14018324      9440     33996    301984
04:24:22 PM  46979060 388180568   2625380      0.66   4006792 327229308 188590848     46.77 150351532 182195536      8792   1339420  14018600      9440     33452    302016
04:24:27 PM  47002812 388205412   2600628      0.66   4006792 327230344 186651436     46.29 150351676 182186556      8388   1329672  14018564      9408     32804    302016
04:24:32 PM  47027076 388232516   2573172      0.65   4006792 327233176 184995640     45.88 150351824 182170416      8856   1309852  14018924      9440     33976    301984
04:24:37 PM  46981132 388186508   2619188      0.66   4006792 327233120 180722384     44.82 150351964 182197924      8200   1338536  14018908      9440     32956    302064
04:24:42 PM  46965352 388172304   2633400      0.67   4006792 327234716 183846764     45.59 150352056 182209024      7924   1347552  14018880      9408     32416    302016
04:24:47 PM  46944388 388154020   2651584      0.67   4006792 327237400 192290444     47.69 150352212 182242476     10272   1378892  14018976      9440     33948    302048
04:24:52 PM  46969816 388181208   2624900      0.66   4006792 327239092 188755452     46.81 150352368 182229824      9512   1364864  14018540      9424     33808    302048
04:24:57 PM  46967564 388179828   2626416      0.67   4006792 327239964 192501152     47.74 150352516 182241016      9144   1375252  14018404      9456     34020    302104
04:25:02 PM  46960828 388174260   2632296      0.67   4006792 327241144 185978616     46.12 150352580 182201220      1600   1333684  14018080      9456     33676    302032
04:25:07 PM  46931660 388146144   2660244      0.67   4006792 327242200 193105252     47.89 150352676 182242900      2360   1375232  14018244      9408     33752    302040
04:25:12 PM  47016372 388234072   2571884      0.65   4006792 327245376 184990632     45.88 150352792 182177328      4440   1306512  14018716      9408     32528    302024
04:25:17 PM  46978704 388197936   2607636      0.66   4006792 327246872 188766456     46.81 150353008 182245576      6400   1372784  14019136      9440     33488    301984
04:25:22 PM  46931736 388152632   2653176      0.67   4006792 327248420 189781984     47.06 150353192 182225764      7076   1352148  14019016      9392     33524    301944
04:25:27 PM  46934764 388157372   2647936      0.67   4006792 327250100 192801796     47.81 150353368 182249448      8872   1374324  14019548      9408     33724    301976
04:25:32 PM  46932396 388155996   2649272      0.67   4006792 327251044 189270148     46.94 150353420 182245956       392   1369692  14019636      9392     33300    301992
