Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

05:11:03 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
07:24:28 AM 280345944 389212804   2425144      0.61   1571824 106534628  98645004     24.46  46993228  62265444      5540   1179760   3981008     10272     20300    279688
07:24:33 AM 280334720 389201376   2436540      0.62   1571824 106534428  95836596     23.77  46993236  62267848      4820   1182912   3981036     10256     20432    279688
07:24:38 AM 280349612 389217796   2419784      0.61   1571824 106535928  98756096     24.49  46993296  62277224      6748   1190764   3981400     10256     20728    279688
07:24:43 AM 280413640 389283316   2354276      0.60   1571824 106537420  91147460     22.60  46993432  62208272      4724   1120672   3981388     10272     20024    279560
07:24:48 AM 280321312 389192480   2444928      0.62   1571824 106538836  98440824     24.41  46993604  62267760      6048   1178828   3981648     10224     20684    279640
07:24:53 AM 280333100 389205288   2432168      0.62   1571824 106539900  96139972     23.84  46993688  62253588      4996   1163768   3981556     10208     20732    279656
07:24:58 AM 280349840 389223648   2413900      0.61   1571824 106541540  92442584     22.92  46993752  62239540      6140   1148124   3981444     10240     20264    279656
07:25:03 AM 280320412 389195056   2442796      0.62   1571824 106542364  98752412     24.49  46993876  62279504      5004   1187460   3981152     10224     20656    279560
07:25:08 AM 280309168 389185228   2452572      0.62   1571824 106543988  98749208     24.49  46993976  62275188      6512   1181996   3980996     10240     20684    279624
07:25:13 AM 280321964 389199244   2438768      0.62   1571824 106545172  99162628     24.59  46994112  62280572      4880   1185776   3980820     10208     20604    279624
07:25:18 AM 280314264 389192600   2444768      0.62   1571824 106546220  99164308     24.59  46994148  62284864      6636   1189688   3981472     10240     20712    279624
07:25:23 AM 280318760 389197964   2439720      0.62   1571824 106547084  98749564     24.49  46994260  62281496      4696   1185376   3981160     10240     20704    279624
07:25:28 AM 280351028 389231672   2405608      0.61   1571824 106548436  96348368     23.89  46994360  62267056      6000   1169700   3981652     10256     20520    279704
07:25:33 AM 280356736 389238796   2398940      0.61   1571824 106549860  95156680     23.60  46994440  62252316      4780   1153748   3981188     10288     20236    279656
07:25:38 AM 280306800 389190384   2447316      0.62   1571824 106551336  99166988     24.59  46994532  62294464      6476   1194512   3981272     10240     20768    279672
07:25:43 AM 280319616 389204008   2433704      0.62   1571824 106552112  99065800     24.57  46994676  62292204      4876   1191588   3981292     10240     20680    279608
07:25:48 AM 280306108 389191820   2445168      0.62   1571824 106553424  98962940     24.54  46994748  62292312      5844   1189924   3982024     10448     20752    279704
07:25:53 AM 280315888 389202928   2434204      0.62   1571824 106554724  98853628     24.51  46994820  62291348      5468   1188396   3981908     10272     20652    279656
07:25:58 AM 280303368 389191976   2444464      0.62   1571824 106556252  98963124     24.54  46994952  62296624      5912   1192104   3982640     10480     20612    279720
07:26:03 AM 280332800 389222604   2414348      0.61   1571824 106557412  98959368     24.54  46995104  62294296      4584   1188820   3982164     10240     20648    279624
07:26:08 AM 280385748 389277616   2359312      0.60   1571824 106559476  91150672     22.60  46995156  62227468      4444   1119944   3982188     10208     19512    279592
07:26:13 AM 280387364 389280172   2357280      0.60   1571824 106560312  92239192     22.87  46995252  62258508      5640   1150324   3981768     10224     19976    279544
07:26:18 AM 280354884 389249372   2388408      0.60   1571824 106562000  93224836     23.12  46995412  62272904      4684   1163056   3981432     10240     20484    279560
07:26:23 AM 280329172 389224452   2413368      0.61   1571828 106562712  96037428     23.82  46995528  62276036      5688   1165512   3981468     10224     20468    279656
07:26:28 AM 280355144 389251568   2386340      0.60   1571828 106563848  95622560     23.71  46995624  62269928      4556   1158480   3981388     10208     20304    279672
07:26:33 AM 280351704 389249252   2388560      0.60   1571828 106564984  98750380     24.49  46995708  62298788      6148   1186216   3981472     10208     20668    279656
07:26:38 AM 280389368 389289916   2347860      0.59   1571828 106567992  91255968     22.63  46995772  62240008      5616   1123476   3981500     10192     19676    279608
07:26:43 AM 280347300 389247224   2390188      0.61   1571828 106567660  89995440     22.32  46995968  62288072      5092   1173364   3981572     10240     20356    279496
07:26:48 AM 280331768 389232900   2404564      0.61   1571828 106568844  98653272     24.46  46996024  62304788      5008   1188692   3981544     10240     20672    279608
07:26:53 AM 280331388 389234648   2402908      0.61   1571828 106570964  93121092     23.09  46996112  62276816      5472   1158500   3981460     10240     19244    279640
07:26:58 AM 280322136 389225480   2411732      0.61   1571828 106571044  98540228     24.44  46996208  62297972      4800   1179968   3981808     10256     20612    279656
07:27:03 AM 280323588 389230008   2407216      0.61   1571828 106574152  93021496     23.07  46996344  62281068      5984   1159880   3981764     10224     19456    279624
07:27:08 AM 280335028 389241216   2396096      0.61   1571828 106573844  98951888     24.54  46996432  62299468      4408   1178796   3981752     10256     20396    279576
07:27:13 AM 280356260 389264256   2372612      0.60   1571828 106575684  94747432     23.50  46996496  62275068      5804   1153196   3982164     10288     20180    279656
07:27:18 AM 280326372 389235432   2401496      0.61   1571828 106576800  96037524     23.82  46996696  62303788      4280   1180484   3982052     10208     20540    279640
07:27:23 AM 280304724 389215384   2421232      0.61   1571828 106578328  98964020     24.54  46996768  62321164      6424   1196224   3982436     10128     20432    279608
07:27:28 AM 280337740 389249112   2387736      0.60   1571828 106579012  98954944     24.54  46996840  62310284      5036   1184860   3982232     10240     20684    279608
07:27:33 AM 280360208 389272788   2363300      0.60   1571828 106580208  93022008     23.07  46996984  62307068      5112   1180444   3983004     10368     20624    279648
07:27:38 AM 280345036 389259144   2377492      0.60   1571828 106581676  98955968     24.54  46997068  62314084      4892   1186180   3982516     10256     20664    279544
07:27:43 AM 280307872 389223120   2413056      0.61   1571828 106582820  95729444     23.74  46997160  62310860      5184   1181968   3982972     10480     20544    279624
07:27:48 AM 280302740 389219020   2417968      0.61   1571828 106583856  98752628     24.49  46997244  62316036      5320   1185196   3982156     10240     20696    279640
07:27:53 AM 280284656 389203008   2434704      0.62   1571828 106585928  98748732     24.49  46997436  62314756      5036   1183248   3981432     10224     20664    279576
07:27:58 AM 280311532 389230816   2407156      0.61   1571828 106586728  95935304     23.79  46997476  62300560      5732   1167572   3981304     10208     20240    279528
07:28:03 AM 280290724 389211756   2426256      0.61   1571828 106588400  98955524     24.54  46997616  62317864      4772   1183796   3981340     10288     20752    279560
07:28:08 AM 280253680 389176260   2462048      0.62   1571832 106589760  92821648     23.02  46997696  62304872      5528   1169648   3981228     10256     20264    279632
07:28:13 AM 280260164 389184368   2453900      0.62   1571832 106591352  96036828     23.82  46997840  62300024      4576   1162200   3981300     10208     19860    279560
07:28:18 AM 280266728 389192112   2445656      0.62   1571832 106592520  98859164     24.52  46997924  62328432      5584   1190612   3981812     10240     20660    279688
07:28:23 AM 280299344 389227440   2410868      0.61   1571832 106595180  94746244     23.50  46998028  62291880      4996   1151380   3981324     10208     20104    279656
07:28:28 AM 280256568 389184768   2453264      0.62   1571832 106595232  98961040     24.54  46997852  62330228      5716   1189748   3981652     10256     20632    279712
07:28:33 AM 280267480 389196984   2440540      0.62   1571832 106596500  94746732     23.50  46997964  62292520      4600   1150760   3982196     10288     20184    279648
07:28:38 AM 280261912 389193296   2443840      0.62   1571832 106598340  95054240     23.57  46998024  62298896      6264   1154828   3982624     10272     20192    279624
07:28:43 AM 280260776 389193296   2443584      0.62   1571832 106599480  93018172     23.07  46998092  62308168      5068   1162984   3982876     10240     19608    279592
07:28:48 AM 280241396 389174896   2461384      0.62   1571832 106600340  95156968     23.60  46998252  62300436      6036   1155116   3983596     10256     20236    279576
07:28:53 AM 280231952 389166992   2469176      0.63   1571832 106601888  99163220     24.59  46998384  62335448      5440   1188840   3983700     10240     20752    279592
07:28:58 AM 280251408 389187212   2449072      0.62   1571832 106602596  95940420     23.79  46998460  62329468      5416   1182076   3983640     10288     20108    279632
07:29:03 AM 280268972 389207240   2429452      0.62   1571832 106605008  94961904     23.55  46998512  62312792      6116   1163068   3983284     10224     20336    279600
07:29:08 AM 280304024 389242976   2393840      0.61   1571832 106605784  92444520     22.93  46998660  62298608      5140   1148228   3983068     10272     19900    279648
07:29:13 AM 280310156 389250120   2386752      0.60   1571832 106606716  98850532     24.51  46998824  62337896      4244   1186760   3983092     10240     20576    279560
07:29:18 AM 280310860 389251912   2384448      0.60   1571832 106607776  98753492     24.49  46998896  62339976      5380   1187756   3983632     10400     20900    279640
07:29:23 AM 280318816 389261300   2375228      0.60   1571832 106609204  95358980     23.65  46998936  62306012      4904   1152516   3983468     10336     20400    279632
07:29:28 AM 280288908 389233144   2403496      0.61   1571832 106610980  95531924     23.69  46999088  62342908      5212   1187484   3983332     10384     20784    279616
07:29:33 AM 280331156 389276656   2360480      0.60   1571832 106612220  98955832     24.54  46999272  62340308      5648   1183848   3982860     10256     20616    279512
