Linux 5.15.30-2-pve (superserver2) 	01/28/2024 	_x86_64_	(32 CPU)

08:21:36 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
08:35:01 PM 311501404 387983872   3632320      0.92    857868  75763724 160600564     39.83  50764684  27840412       456   2149668   3118468     10656     36336    863344
08:35:06 PM 311410512 387892880   3723080      0.94    857868  75763928 170868736     42.37  50764792  27915008       316   2224576   3118396     10656     37852    863344
08:35:11 PM 311412724 387895568   3721116      0.94    857868  75764264 170919088     42.38  50764940  27909648       484   2218544   3117812     10672     37676    863360
08:35:16 PM 311386640 387869636   3746980      0.95    857868  75764524 170813064     42.36  50765004  27889528       480   2198664   3117772     10704     37700    863336
08:35:21 PM 311375860 387859060   3758072      0.95    857868  75764732 170759608     42.34  50765192  27869060       536   2178048   3117252     10688     37372    863360
08:35:26 PM 311414824 387898760   3717992      0.94    857868  75765516 167909908     41.64  50765324  27835192       148   2143600   3117584     10656     36724    863328
08:35:31 PM 311365748 387849848   3766552      0.95    857868  75765608 170758876     42.34  50765372  27865248       172   2173304   3118008     10672     37540    863360
08:35:36 PM 311370480 387854808   3760972      0.95    857868  75765864 170729132     42.34  50765480  27853892       116   2162208   3118600     10672     37464    863360
08:35:41 PM 311398348 387883136   3732440      0.95    857868  75766248 167888864     41.63  50765544  27830880       172   2138676   3118880     10688     36928    863416
08:35:46 PM 311365636 387850700   3764748      0.95    857868  75766560 170724872     42.34  50765620  27855600       804   2163300   3118972     10656     37468    863360
08:35:51 PM 311366112 387851496   3763952      0.95    857868  75766872 170752020     42.34  50765660  27865096       156   2172760   3118980     10656     37556    863344
08:35:56 PM 311364188 387849836   3765648      0.95    857868  75767152 170851640     42.37  50765672  27895252       124   2202560   3118928     10656     37540    863344
08:36:01 PM 311369888 387855816   3759616      0.95    857868  75767452 170873772     42.37  50765680  27916452       528   2223056   3118960     10624     37504    863344
08:36:06 PM 311411324 387897576   3717884      0.94    857868  75767788 170798168     42.35  50765692  27893508       732   2199704   3118920     10672     37680    863384
08:36:11 PM 311406404 387892944   3722488      0.94    857868  75768120 170902632     42.38  50765688  27931932       528   2238300   3118904     10688     37768    863400
08:36:16 PM 311438220 387925156   3690336      0.93    857868  75768444 170923148     42.39  50765692  27941448       728   2247496   3118916     10656     37700    863376
08:36:21 PM 311467456 387954904   3659992      0.93    857868  75769076 170894000     42.38  50765764  27904396       772   2209992   3119392     10656     37352    863408
08:36:26 PM 311431296 387918912   3696248      0.94    857868  75769164 170847264     42.37  50765804  27914188       444   2219556   3119208     10656     37712    863408
08:36:31 PM 311425836 387913780   3701116      0.94    857868  75769528 170845012     42.37  50765876  27912620       832   2217696   3119436     10656     37688    863392
08:36:36 PM 311462624 387951184   3663864      0.93    857868  75770080 167118712     41.44  50765908  27872264       528   2176556   3119348     10656     37048    863360
08:36:41 PM 311439636 387928308   3687368      0.93    857868  75770204 170827488     42.36  50765984  27906264       688   2210860   3118708     10656     37684    863328
08:36:46 PM 311453900 387942876   3673040      0.93    857868  75770444 170787904     42.35  50766104  27887640       716   2192512   3118532     10656     37828    863312
08:36:51 PM 311409160 387898628   3717596      0.94    857868  75770980 170863428     42.37  50766252  27912928       968   2216856   3118180     10656     37588    863328
08:36:56 PM 311428480 387918256   3698228      0.94    857868  75771248 170761468     42.35  50766364  27874532       556   2177784   3117960     10656     37664    863248
08:37:01 PM 311409492 387899472   3716556      0.94    857868  75771920 170753664     42.34  50766436  27871280       888   2174560   3117948     10672     37912    863360
08:37:06 PM 311422820 387913200   3703492      0.94    857868  75771864 170749872     42.34  50766540  27868088       720   2171384   3117740     10688     37668    863384
08:37:11 PM 311436448 387927336   3689772      0.93    857868  75772400 167016292     41.42  50766580  27830280       676   2132820   3117296     10688     37148    863352
08:37:16 PM 311396596 387887644   3729568      0.94    857868  75772532 170729084     42.34  50766676  27863828       644   2166608   3117220     10672     37576    863360
08:37:21 PM 311387012 387878452   3738868      0.95    857868  75772832 170825052     42.36  50766744  27896696       480   2199308   3117204     10656     37544    863328
08:37:26 PM 311429476 387921228   3696200      0.94    857868  75773132 170753368     42.34  50766792  27872368       444   2174716   3117108     10656     37564    863328
08:37:31 PM 311423224 387915228   3701708      0.94    857868  75773416 170774568     42.35  50766796  27883052       328   2185212   3117568     10656     37608    863328
08:37:36 PM 311426568 387918908   3697684      0.94    857868  75773740 170784720     42.35  50766804  27890596       320   2192248   3117924     10656     37632    863328
