Linux 5.15.30-2-pve (superserver2) 	01/31/2024 	_x86_64_	(32 CPU)

07:25:03 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
07:39:08 AM 306748900 388501048   3108948      0.79    858408  80896504  97619080     24.21  54709892  28470816      4536   1592500   3261024     10208     24248    863508
07:39:13 AM 306734532 388487816   3122556      0.79    858408  80897552 101206464     25.10  54709972  28498632       664   1618340   3260736     10240     23916    863460
07:39:18 AM 306754044 388507884   3102364      0.79    858408  80898112 101521384     25.18  54710092  28505864      1844   1625740   3260856     10224     24828    863572
07:39:23 AM 306801684 388558320   3051744      0.77    858408  80900900  94599060     23.46  54710208  28455200      3420   1572464   3261048     10240     24188    863476
07:39:28 AM 306765508 388522640   3086960      0.78    858408  80901384  98600040     24.45  54710348  28482076       164   1598384   3261524     10224     24236    863540
07:39:33 AM 306771912 388530324   3078972      0.78    858408  80902652  97330512     24.14  54710424  28485048      1868   1600716   3261840     10304     24664    863548
07:39:38 AM 306742160 388501512   3107224      0.79    858408  80903584 101218964     25.10  54710544  28515388      2700   1630204   3262408     10240     24776    863508
07:39:43 AM 306746656 388508752   3101484      0.79    858408  80906320 101108296     25.07  54710752  28505148      4032   1617612   3260916     10176     24368    863460
07:39:48 AM 306757320 388520096   3090616      0.78    858408  80906996  97620904     24.21  54710772  28483712       660   1595292   3260444     10240     24328    863556
07:39:53 AM 306754480 388518092   3092796      0.78    858408  80907792 101317708     25.12  54710904  28512540      1652   1623728   3260308     10256     25288    863556
07:39:58 AM 306769836 388534952   3075716      0.78    858408  80909280  98501364     24.43  54711032  28492944      3596   1602640   3260544     10256     24828    863540
07:40:03 AM 306736820 388504468   3106280      0.79    858408  80911820 100291552     24.87  54711168  28517772       416   1624932   3260456     10320     24784    863556
07:40:08 AM 306724152 388491600   3119072      0.79    858408  80911544 101525484     25.18  54711212  28521924      1044   1629492   3260608     10256     24816    863604
07:40:13 AM 306733224 388501916   3108788      0.79    858408  80912760 101025612     25.05  54711288  28526016      1788   1632344   3260604     10240     24448    863556
07:40:18 AM 306725484 388495880   3115120      0.79    858408  80914432 101521924     25.18  54711464  28519788      3376   1624728   3260340     10256     24684    863540
07:40:23 AM 306721724 388494004   3117016      0.79    858408  80916272 101623472     25.20  54711624  28521428      4484   1624736   3260364     10304     24684    863508
07:40:28 AM 306728212 388501176   3109400      0.79    858408  80916960 101420008     25.15  54711664  28522932      4900   1625556   3260804     10256     24772    863620
07:40:33 AM 306707488 388481816   3128832      0.79    858408  80918284 101417460     25.15  54711800  28520444      1316   1621968   3260772     10272     24668    863588
07:40:38 AM 306704344 388480760   3130040      0.79    858408  80920360 100604208     24.95  54711888  28527624      3384   1627124   3260632     10272     24884    863572
