Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

12:11:04 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
04:17:49 AM 282017280 388314768   3320060      0.84   1571636 104023924 189486976     46.99  46528224  61162956       856   2124108   3925648     10736     46980    280272
04:17:54 AM 281997572 388295508   3339336      0.85   1571636 104024332 192615140     47.77  46528300  61168452       412   2129264   3925672     10752     47608    280288
04:17:59 AM 281976076 388274576   3360580      0.85   1571636 104024812 192849144     47.82  46528404  61165376      1512   2125884   3925444     10784     47556    280328
04:18:04 AM 281975308 388274696   3360488      0.85   1571636 104025684 192304776     47.69  46528416  61170032      1028   2129708   3925432     10736     47492    280240
04:18:09 AM 282016356 388316344   3319188      0.84   1571636 104026316 192802572     47.81  46528584  61126052      1296   2085120   3925052     10736     47388    280128
04:18:14 AM 282020156 388319944   3315648      0.84   1571636 104026116 192390124     47.71  46528636  61124700       288   2084000   3924992     10736     47344    280128
04:18:19 AM 281994372 388294300   3341104      0.85   1571636 104026260 192501324     47.74  46528632  61133640      1364   2092796   3925176     10752     47384    280048
04:18:24 AM 281969264 388269296   3366232      0.85   1571636 104026360 192391864     47.71  46528640  61167480       208   2126624   3925056     10752     47504    280064
04:18:29 AM 282001220 388301500   3334140      0.84   1571636 104026604 192611976     47.77  46528636  61138608      1224   2097420   3924948     10768     47424    280048
04:18:34 AM 282004920 388305336   3330356      0.84   1571636 104026744 191998608     47.61  46528644  61141504       164   2100132   3924892     10768     47448    280144
04:18:39 AM 282022412 388323060   3312424      0.84   1571636 104027004 192191872     47.66  46528684  61134908       932   2093244   3925072     10944     47392    280128
04:18:44 AM 282028784 388329640   3306004      0.84   1571636 104027188 192090264     47.64  46528704  61137936         0   2096328   3924936     10752     47412    280128
04:18:49 AM 282022364 388323376   3312388      0.84   1571636 104027348 192443116     47.72  46528700  61145976       292   2104176   3924812     10752     47476    280128
04:18:54 AM 282017740 388319172   3316248      0.84   1571636 104027760 192110492     47.64  46528704  61153056       276   2110784   3925164     10752     47420    280192
04:18:59 AM 282036416 388338008   3297428      0.84   1571636 104027912 192428208     47.72  46528704  61157028       620   2114648   3925156     10752     47444    280192
04:19:04 AM 282044368 388346128   3289460      0.83   1571636 104028068 192433008     47.72  46528708  61159440       556   2116904   3925016     10736     47472    280192
04:19:09 AM 282061484 388363408   3272140      0.83   1571636 104028232 192231204     47.67  46528712  61163012       732   2120344   3925056     10768     47604    280176
04:19:14 AM 282048932 388351160   3284448      0.83   1571636 104028528 192552352     47.75  46528716  61167152      1596   2124148   3925004     10800     47608    280344
04:19:19 AM 282049340 388351716   3283872      0.83   1571636 104028680 192453688     47.73  46528720  61171008       800   2127868   3925020     10800     47628    280312
04:19:24 AM 282078448 388381472   3254064      0.82   1571636 104029312 191841564     47.57  46528764  61172832      2128   2129140   3925088     10752     47472    280192
04:19:29 AM 282086208 388389496   3245960      0.82   1571636 104029584 192665092     47.78  46528832  61172624      1312   2128704   3925160     10752     47544    280160
04:19:34 AM 282011348 388314688   3320704      0.84   1571636 104029636 192843928     47.82  46528872  61228392       876   2184492   3925224     11008     47652    280320
04:19:39 AM 282046468 388349960   3285544      0.83   1571636 104029784 192047220     47.63  46528880  61174364       528   2130348   3925116     10752     47576    280240
04:19:44 AM 282007556 388311180   3324324      0.84   1571636 104029916 192761540     47.80  46528884  61207104       436   2162932   3925116     10752     47684    280176
04:19:49 AM 282042592 388346624   3288704      0.83   1571636 104030320 192250744     47.68  46528944  61170648       776   2126052   3925296     10752     47540    280176
04:19:54 AM 282045404 388349568   3285760      0.83   1571636 104030452 192052684     47.63  46528948  61173216       388   2128680   3925296     10784     47676    280200
04:19:59 AM 282029352 388333684   3301628      0.84   1571636 104030616 191957640     47.60  46528952  61180488       552   2135152   3925316     10800     47756    280296
04:20:04 AM 282043108 388347568   3288024      0.83   1571636 104030752 192885488     47.83  46528944  61179340       388   2134444   3925028     10768     47544    280288
04:20:09 AM 282036728 388341460   3294244      0.83   1571636 104031020 192887104     47.83  46528948  61181648      1140   2136332   3924920     10784     47540    280352
04:20:14 AM 282059392 388364844   3270824      0.83   1571636 104031740 192470652     47.73  46529012  61179532       856   2133624   3924956     10784     47568    280320
04:20:19 AM 282033784 388339168   3296296      0.83   1571636 104031604 192356580     47.70  46529060  61207288      1136   2161420   3925228     10784     47536    280240
04:20:24 AM 282040684 388346344   3289204      0.83   1571636 104031880 192257000     47.68  46529116  61173044       380   2127200   3925144     10816     47540    280288
04:20:29 AM 282031544 388337624   3298060      0.84   1571636 104032296 192727988     47.79  46529232  61196696       940   2150572   3925012     10768     47516    280192
04:20:34 AM 282046976 388353388   3282432      0.83   1571636 104032608 191953424     47.60  46529232  61174236       592   2127636   3924896     10784     47484    280240
04:20:39 AM 282045108 388351900   3283956      0.83   1571636 104032992 189532892     47.00  46529240  61149408       604   2102468   3924856     10784     47428    280208
04:20:44 AM 282020956 388328220   3307536      0.84   1571636 104033320 192654960     47.78  46529348  61167548      1652   2120264   3925100     10768     47376    280144
04:20:49 AM 282009260 388316928   3318804      0.84   1571636 104033724 192773284     47.81  46529348  61175164       536   2127572   3925124     10736     47496    280192
04:20:54 AM 281988860 388296700   3338920      0.85   1571636 104033896 192338912     47.70  46529356  61182660      1424   2134936   3925236     10768     47576    280192
04:20:59 AM 281992448 388300568   3335076      0.84   1571636 104034176 192370988     47.71  46529412  61179836       444   2131940   3925212     10768     47584    280208
04:21:04 AM 282007700 388316176   3319236      0.84   1571636 104034476 192889188     47.83  46529408  61182364      1396   2134040   3925500     10768     47536    280336
04:21:09 AM 281990636 388299524   3335888      0.84   1571636 104034888 192472876     47.73  46529472  61180552       480   2132212   3925500     10784     47660    280320
04:21:14 AM 282012488 388321920   3312788      0.84   1571636 104035356 190418604     47.22  46529524  61163020      1096   2114080   3926280     10688     47860    280208
04:21:19 AM 282027360 388336784   3298428      0.84   1571636 104035468 192433744     47.72  46529636  61160496       624   2111324   3925656     10752     47336    280240
04:21:24 AM 282000820 388310664   3324512      0.84   1571636 104035892 192641148     47.77  46529696  61166244       616   2116704   3925688     10768     47456    280256
04:21:29 AM 282010692 388320968   3313912      0.84   1571636 104036344 192233776     47.67  46529752  61159836       640   2110108   3925964     10768     47424    280208
04:21:34 AM 281997660 388308200   3326812      0.84   1571636 104036580 192548212     47.75  46529756  61167652       300   2117660   3925860     10752     47532    280272
04:21:39 AM 281989900 388300844   3334252      0.84   1571636 104036988 192175652     47.66  46529756  61171620       252   2121196   3925772     10752     47568    280240
04:21:44 AM 281959624 388270880   3364216      0.85   1571636 104037264 192228648     47.67  46529812  61197956       296   2147244   3925808     10752     47636    280256
04:21:49 AM 282123016 388435912   3199396      0.81   1571636 104038968 182070852     45.15  46529876  61053820        80   2001460   3925532     10736     45692    280176
04:21:54 AM 282043336 388355988   3279212      0.83   1571636 104038860 188877288     46.84  46530152  61129064      1508   2076792   3925504     10768     46748    280224
04:21:59 AM 281974236 388287212   3348404      0.85   1571636 104039176 192511832     47.74  46530212  61146488       436   2094480   3925096     10752     47452    280208
04:22:04 AM 281926960 388239836   3395876      0.86   1571636 104039044 191877176     47.58  46530268  61172688        12   2120684   3925032     10784     47412    280192
04:22:09 AM 281959268 388272756   3362660      0.85   1571636 104039656 192516328     47.74  46530276  61184888       604   2132812   3925328     10960     47456    280224
04:22:14 AM 281985108 388298496   3337148      0.85   1571636 104039552 192215164     47.67  46530332  61152448       364   2100012   3925104     10816     47576    280248
04:22:19 AM 281979352 388292852   3342908      0.85   1571636 104039668 192521252     47.74  46530328  61155112       732   2102528   3924984     10768     47508    280160
04:22:24 AM 281990156 388304208   3331552      0.84   1571636 104040184 192112324     47.64  46530324  61155772       648   2102688   3925020     10768     47540    280240
04:22:29 AM 282017260 388331556   3303956      0.84   1571636 104040452 192497652     47.74  46530436  61143088       956   2089288   3925244     10752     47248    280176
04:22:34 AM 282011564 388326264   3309296      0.84   1571636 104040852 192617216     47.77  46530448  61151292      1252   2097688   3925200     10768     47476    280208
04:22:39 AM 282048636 388363616   3271872      0.83   1571636 104041132 192100940     47.64  46530500  61150756       824   2096984   3925272     10768     47524    280240
04:22:44 AM 282046448 388361500   3274100      0.83   1571636 104041264 191896268     47.59  46530504  61153264      1496   2099252   3925100     10784     47460    280224
